exercise_id,exercise_name,body_part,equipment,primary_muscle,secondary_muscles,movement_pattern,tracking_supported,instructions,gif_url
1226,squat jerk,upper legs,barbell,quads,"glutes, hamstrings, calves, core",other,no,"start with the barbell resting on your shoulders, with your feet shoulder-width apart. lower your body into a squat position, keeping your chest up and your knees tracking over your toes. as you reach the bottom of the squat, explosively drive through your legs and push the barbell overhead. as the barbell reaches its peak, quickly drop into a split position, with one foot forward and one foot back. catch the barbell overhead with your arms fully extended and your back knee slightly touching the ground. stand up from the split position, bringing your feet back together. lower the barbell back to your shoulders and repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/IAQIRDp9stxIPJ
1227,squat on bosu ball,upper legs,bosu ball,quads,"glutes, hamstrings, calves",other,no,"place the bosu ball on the ground with the flat side up. stand with your feet shoulder-width apart and position yourself on top of the bosu ball. lower your body down by bending your knees and hips, as if sitting back into a chair. keep your chest up and your weight on your heels. lower yourself until your thighs are parallel to the ground. pause for a moment, then push through your heels to return to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/UcBaq4m2om42h3
1228,squat to overhead reach,upper legs,body weight,quads,"glutes, hamstrings, core",other,no,"stand with your feet shoulder-width apart and toes slightly turned out. lower your body down into a squat position by bending your knees and pushing your hips back. as you come up from the squat, extend your arms overhead, reaching towards the ceiling. return to the starting position by lowering your arms and bending your knees to squat down again. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/LEFGYrKlW8mI0r
1229,squat to overhead reach with twist,upper legs,body weight,quads,"glutes, hamstrings, core",other,no,"stand with your feet shoulder-width apart and toes slightly turned out. lower your body into a squat position by bending your knees and pushing your hips back. as you come up from the squat, raise your arms overhead and twist your torso to one side. return to the starting position and repeat the squat, this time twisting your torso to the opposite side. continue alternating sides with each squat repetition.",https://v2.exercisedb.io/image/tKlJO8SxxyGCA8
1230,stability ball crunch (full range hands behind head),waist,stability ball,abs,hip flexors,other,no,"sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. place your hands behind your head with your elbows pointing outwards. engaging your abs, slowly curl your upper body forward, bringing your chest towards your knees. pause for a moment at the top, then slowly lower your upper body back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/R0IqaZ0AdWEz67
1231,stalder press,upper arms,body weight,triceps,"shoulders, core",elbow_flexion,yes,"start by standing with your feet shoulder-width apart and your arms extended overhead. bend your knees slightly and engage your core. lower your body down into a squat position while keeping your arms extended overhead. as you squat down, press your arms down towards the ground, engaging your triceps. pause for a moment at the bottom of the squat, then push through your heels to stand back up while simultaneously raising your arms back overhead. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/DXZTslz1bppd-v
1232,standing archer,back,body weight,upper back,"shoulders, biceps, forearms",other,no,"stand with your feet shoulder-width apart and your knees slightly bent. extend your arms straight out in front of you at shoulder height, parallel to the ground. rotate your torso to the right, keeping your arms extended and your back straight. as you rotate, extend your right arm forward and your left arm back, mimicking the motion of drawing a bowstring. hold the position for a moment, then return to the starting position. repeat the motion, this time rotating your torso to the left and extending your left arm forward and your right arm back. continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/8I3c72XdaCDWfT
1233,standing behind neck press,shoulders,barbell,delts,"triceps, upper back",other,no,"stand with your feet shoulder-width apart and hold the barbell behind your neck with an overhand grip. keep your back straight and core engaged. press the barbell overhead by extending your arms, fully extending your elbows. pause for a moment at the top, then slowly lower the barbell back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/t5Ie30Rjd24GJM
1234,standing calf raise (on a staircase),lower legs,body weight,calves,"ankles, feet",other,no,"stand on the edge of a step or a sturdy platform with your heels hanging off and your toes on the step. hold onto a railing or wall for balance if needed. slowly raise your heels as high as possible, lifting your body weight onto the balls of your feet. pause for a moment at the top, then slowly lower your heels back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/Ep2UDrBRPyW4mt
1235,standing calves,lower legs,body weight,calves,"hamstrings, glutes",other,no,"stand with your feet shoulder-width apart, toes pointing forward. raise your heels off the ground as high as possible, standing on your toes. hold the position for a moment, then slowly lower your heels back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/WcvGStN5gT3TvE
1236,standing calves calf stretch,lower legs,body weight,calves,"hamstrings, glutes",other,no,"stand facing a wall or sturdy object, about an arm's length away. place your hands on the wall or object at shoulder height. step back with one foot, keeping your heel flat on the ground. bend your front knee slightly and lean forward, keeping your back leg straight. you should feel a stretch in your calf muscle. hold the stretch for 20-30 seconds. repeat on the other leg.",https://v2.exercisedb.io/image/XykCsfHo8A8imQ
1237,standing hamstring and calf stretch with strap,upper legs,rope,hamstrings,calves,knee_flexion,yes,"stand upright with your feet shoulder-width apart. hold the strap with both hands and place it around the ball of your foot. keep your leg straight and slowly lean forward from your hips, keeping your back straight. feel the stretch in your hamstring and calf muscles. hold the stretch for 20-30 seconds. release the stretch and repeat with the other leg. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/yO3QZvEpE11XUH
1238,standing lateral stretch,back,body weight,lats,"shoulders, obliques",other,no,"stand with your feet shoulder-width apart and your knees slightly bent. extend your arms straight out to the sides, parallel to the ground. slowly lean your upper body to one side, feeling a stretch in your side and lats. hold the stretch for 15-30 seconds. return to the starting position and repeat on the other side. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/RHFqiHrGaHh7Tz
1239,standing pelvic tilt,back,body weight,spine,abdominals,other,no,"stand with your feet shoulder-width apart and your knees slightly bent. place your hands on your hips or let them hang by your sides. engage your core muscles and tilt your pelvis forward, pushing your lower back towards the wall behind you. hold the position for a few seconds, then release and return to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/bkoL8l15OlxUtg
1240,standing single leg curl,upper legs,body weight,hamstrings,glutes,knee_flexion,yes,"stand with your feet hip-width apart and your hands on your hips. shift your weight onto your left leg and lift your right foot off the ground, bending your knee. slowly curl your right heel towards your glutes, squeezing your hamstring. pause for a moment at the top, then slowly lower your right foot back down to the starting position. repeat for the desired number of repetitions, then switch legs.",https://v2.exercisedb.io/image/-KfveQEkhLBb9t
1241,standing wheel rollerout,waist,wheel roller,abs,"lower back, shoulders",other,no,"start by standing tall with your feet shoulder-width apart and the wheel roller in front of you. bend at your waist and slowly roll the wheel forward, keeping your back straight and your core engaged. continue rolling forward until you feel a stretch in your abs and your body is extended as far as possible. pause for a moment, then slowly roll the wheel back towards your body, returning to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/2q1LrHlVkgOiSM
1242,star jump (male),cardio,body weight,cardiovascular system,"quadriceps, hamstrings, calves",other,no,"stand with your feet shoulder-width apart and your arms by your sides. bend your knees slightly and jump up explosively. as you jump, spread your legs and extend your arms out to the sides, forming a star shape with your body. land softly on the balls of your feet with your knees slightly bent. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/RvxoaiwuERA8xT
1243,stationary bike run v. 3,cardio,stationary bike,cardiovascular system,"quadriceps, hamstrings, calves",other,no,adjust the seat height and position to ensure proper alignment. place your feet on the pedals and secure them with the straps if available. start pedaling at a comfortable pace. maintain a steady rhythm and increase the resistance as desired. engage your core muscles to maintain stability and proper posture. continue pedaling for the desired duration of your workout. gradually decrease the resistance and slow down before coming to a complete stop. stretch your legs and cool down after the workout.,https://v2.exercisedb.io/image/NoSFXMDNo9JrSs
1244,stationary bike walk,cardio,leverage machine,cardiovascular system,"quadriceps, hamstrings, calves",other,no,"adjust the seat height and position on the stationary bike to ensure proper alignment. place your feet on the pedals and secure them with the straps if available. start pedaling at a comfortable pace, keeping your back straight and core engaged. maintain a steady rhythm and increase the resistance level if desired. continue pedaling for the desired duration of your cardio workout. cool down by gradually reducing your pace and resistance level. stretch your leg muscles after the workout to prevent tightness and promote recovery.",https://v2.exercisedb.io/image/D37LaYZv32nQew
1245,straddle maltese,waist,body weight,abs,"shoulders, chest",other,no,"start by hanging from a pair of rings with your arms fully extended and your body in a straight line. spread your legs wide apart, forming a straddle position. engage your core and slowly lower your body until your arms are parallel to the ground. hold this position for a few seconds, then push yourself back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/xQz5OJg-16tRGS
1246,straddle planche,waist,body weight,abs,"shoulders, triceps, chest",other,no,"start in a push-up position with your hands shoulder-width apart and your feet spread wide apart. engage your core and slowly shift your weight forward, bringing your shoulders over your hands. bend your elbows and lower your body towards the ground, keeping your elbows close to your sides. pause for a moment at the bottom, then push through your hands to straighten your arms and lift your body back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/LUWtw1hRtLmPCJ
1247,straight leg outer hip abductor,upper legs,body weight,abductors,"glutes, hamstrings",other,no,"lie on your side with your legs straight and stacked on top of each other. place your bottom arm under your head for support. engage your core and lift your top leg as high as possible without rotating your hips or leaning backward. pause for a moment at the top, then slowly lower your leg back down to the starting position. repeat for the desired number of repetitions, then switch sides.",https://v2.exercisedb.io/image/L-QcGrVVM9izTm
1248,superman push-up,chest,body weight,pectorals,"core, shoulders",other,no,"start in a high plank position with your hands slightly wider than shoulder-width apart and your feet together. engage your core and lower your body towards the ground, keeping your elbows close to your sides. as you lower your body, simultaneously lift your right arm and left leg off the ground, extending them straight out. pause for a moment at the top, then lower your arm and leg back down while pushing yourself back up to the starting position. repeat the movement, this time lifting your left arm and right leg. continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/AUVdXWtIYEdqky
1249,suspended abdominal fallout,waist,body weight,abs,"obliques, hip flexors",other,no,"attach a suspension trainer to a high anchor point and adjust the straps to waist height. stand facing away from the anchor point and hold the handles with your arms extended in front of you. lean forward at the waist, keeping your body straight and your core engaged. lower your body as far as you can while maintaining control and tension in your abs. pause for a moment at the bottom, then slowly raise your body back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/XGJRmv9foN0pY3
1250,suspended push-up,chest,body weight,pectorals,"triceps, shoulders, core",other,no,"find a suspension trainer and adjust it to an appropriate height. stand facing away from the anchor point and hold the handles with an overhand grip. walk your feet forward, leaning your body forward until your weight is supported by the suspension trainer. keep your body straight from head to heels, engage your core, and lower your chest towards the handles. push through your chest and arms to return to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/4n6ebSj3CP0SeK
1251,suspended reverse crunch,waist,body weight,abs,hip flexors,other,no,"hang from a pull-up bar with your arms fully extended and your palms facing away from you. engage your core and lift your knees up towards your chest, curling your pelvis towards your ribcage. pause for a moment at the top, then slowly lower your knees back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/mZTGMkJqatElYS
1252,suspended row,back,body weight,upper back,"biceps, shoulders",other,no,"set up a suspension trainer at an appropriate height. stand facing the anchor point with your feet shoulder-width apart. hold the handles with an overhand grip, palms facing each other. lean back, keeping your body straight and your heels on the ground. pull your chest towards the handles, squeezing your shoulder blades together. pause for a moment at the top, then slowly lower yourself back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/ecFIo79LRYwAZB
1253,suspended split squat,upper legs,body weight,quads,"glutes, hamstrings, calves",other,no,"stand facing away from a suspension trainer with your feet shoulder-width apart. extend one leg forward and place the top of your foot in the foot cradle of the suspension trainer. bend your standing leg and lower your body down into a lunge position, keeping your chest up and your knee in line with your toes. push through your heel to return to the starting position. repeat for the desired number of repetitions, then switch legs.",https://v2.exercisedb.io/image/UtpxXGZV1iRCij
1254,swimmer kicks v. 2 (male),upper legs,body weight,glutes,"hamstrings, quadriceps, calves",knee_flexion,yes,"lie face down on a mat with your arms extended overhead. engage your core and lift your chest and legs off the ground simultaneously. kick your legs up and down in a fluttering motion, as if you were swimming. continue kicking for the desired number of repetitions. lower your chest and legs back down to the starting position.",https://v2.exercisedb.io/image/4cY-D5wsCWzqnI
1255,swing 360,cardio,body weight,cardiovascular system,"shoulders, core",other,no,"stand with your feet shoulder-width apart and knees slightly bent. hold your arms straight out in front of you, parallel to the ground. engage your core and swing your arms in a circular motion, rotating your torso as you do so. continue the circular motion, swinging your arms and rotating your torso for the desired number of repetitions. remember to breathe throughout the exercise.",https://v2.exercisedb.io/image/saICBsl2Up6sva
1256,three bench dip,upper arms,body weight,triceps,"chest, shoulders",elbow_flexion,yes,"sit on a bench with your hands gripping the edge, fingers pointing forward. slide your butt off the bench, supporting your weight with your hands. bend your elbows and lower your body until your upper arms are parallel to the ground. push yourself back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/9dOKO-MwzhoDin
1257,tire flip,upper legs,tire,glutes,"hamstrings, quadriceps, core",knee_flexion,yes,"stand with your feet shoulder-width apart, facing the tire. bend your knees and hinge at the hips, lowering into a squat position. reach down and grab the bottom edge of the tire with both hands, fingers facing towards you. engage your glutes and leg muscles, and explosively drive through your legs to lift the tire off the ground. as the tire flips over, use your upper body strength to guide it and maintain control. once the tire is fully flipped, quickly step back and reset your stance. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/oIjgoAPdE-figR
1258,trap bar deadlift,upper legs,trap bar,glutes,"hamstrings, quadriceps, lower back",knee_flexion,yes,"stand with your feet shoulder-width apart and the trap bar on the ground in front of you. bend at the hips and knees to lower yourself down and grip the handles of the trap bar with an overhand grip. keep your back straight and chest up as you begin to lift the trap bar off the ground by extending your hips and knees. as you lift, focus on driving through your heels and squeezing your glutes at the top of the movement. lower the trap bar back down to the ground by bending at the hips and knees, keeping your back straight throughout the movement. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/QWBBJkQWhg4aHc
1259,triceps dip,upper arms,body weight,triceps,"chest, shoulders",elbow_flexion,yes,"sit on the edge of a bench or chair with your hands gripping the edge, fingers pointing forward. slide your butt off the bench, supporting your weight with your hands. bend your elbows and lower your body towards the ground, keeping your back close to the bench. pause for a moment at the bottom, then push yourself back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/gZvmvY23JmwkyD
1260,triceps dip (bench leg),upper arms,body weight,triceps,"chest, shoulders",elbow_flexion,yes,"sit on the edge of a bench with your hands gripping the edge, fingers pointing forward. walk your feet forward, sliding your butt off the bench, and straighten your arms. bend your elbows and lower your body towards the ground, keeping your back close to the bench. push through your palms to straighten your arms and return to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/uXzX734vwTmyaJ
1261,triceps dip (between benches),upper arms,body weight,triceps,"chest, shoulders",elbow_flexion,yes,"sit on a bench with your hands gripping the edge of the bench, fingers pointing forward. slide your butt off the bench, supporting your weight with your hands. bend your elbows and lower your body towards the ground, keeping your back close to the bench. pause for a moment at the bottom, then push yourself back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/Kv2q9lLSuNlstE
1262,triceps dips floor,upper arms,body weight,triceps,"chest, shoulders",elbow_flexion,yes,"sit on the edge of a chair or bench with your hands next to your hips, fingers pointing forward. slide your butt off the front of the chair with your legs extended in front of you. straighten your arms, keeping a little bend in your elbows to keep tension on your triceps and off your elbow joints. slowly bend your elbows to lower your body toward the floor until your elbows are at about a 90-degree angle. once you reach the bottom of the movement, press down into the chair to straighten your elbows, returning to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/CXf7RzUOY4saZ1
1263,triceps press,upper arms,body weight,triceps,shoulders,elbow_flexion,yes,"stand with your feet shoulder-width apart and your knees slightly bent. extend your arms straight out in front of you, parallel to the ground. bend your elbows and lower your body towards the ground, keeping your upper arms close to your sides. pause for a moment at the bottom, then push yourself back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/RiCWpKYuscMw8h
1264,triceps stretch,upper arms,body weight,triceps,shoulders,elbow_flexion,yes,"stand or sit upright with your back straight. extend one arm overhead, bending it at the elbow. place your opposite hand on the bent elbow and gently pull it towards your head. hold the stretch for 15-30 seconds, feeling a gentle stretch in your triceps. release the stretch and repeat on the other arm.",https://v2.exercisedb.io/image/qZW5nyCbZUlcuz
1265,tuck crunch,waist,body weight,abs,hip flexors,other,no,"lie flat on your back with your knees bent and feet flat on the ground. place your hands behind your head with your elbows pointing outwards. engaging your abs, lift your shoulder blades off the ground and bring your knees towards your chest, simultaneously curling your upper body towards your knees. pause for a moment at the top, then slowly lower your shoulder blades and extend your legs back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/QrAS5ADnvszkiT
1266,twin handle parallel grip lat pulldown,back,cable,lats,"biceps, rhomboids, rear deltoids",other,no,"adjust the seat height and position yourself facing the cable machine. grasp the handles with an overhand grip, hands shoulder-width apart. sit down and position your thighs under the thigh pads, keeping your feet flat on the floor. lean back slightly and keep your chest up, maintaining a neutral spine. pull the handles down towards your upper chest, squeezing your shoulder blades together. pause for a moment at the bottom of the movement, feeling the contraction in your lats. slowly release the handles and return to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/Xe2d-F2PO9H2LG
1267,twist hip lift,upper legs,body weight,glutes,"obliques, hamstrings",knee_flexion,yes,"lie on your back with your knees bent and feet flat on the ground. place your hands by your sides for support. engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. while keeping your hips lifted, twist your lower body to the right side, bringing your knees towards the ground. return to the starting position and repeat the twist to the left side. continue alternating twists for the desired number of repetitions.",https://v2.exercisedb.io/image/9TsT5rePaa2zsO
1268,twisted leg raise,waist,body weight,abs,"obliques, hip flexors",other,no,"lie flat on your back with your legs extended and your arms by your sides. place your hands under your glutes for support. engage your abs and lift both legs off the ground, keeping them straight. as you lift your legs, twist your hips to one side, bringing your legs towards your opposite shoulder. pause for a moment at the top, then slowly lower your legs back down to the starting position. repeat the movement, this time twisting your hips to the other side. continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/cz2udtwSpKiadv
1269,twisted leg raise (female),waist,body weight,abs,"obliques, hip flexors",other,no,"lie flat on your back with your legs extended and your arms by your sides. bend your knees and lift your legs off the ground, bringing them towards your chest. as you lift your legs, twist your hips to one side, bringing your knees towards your opposite shoulder. pause for a moment at the top, then slowly lower your legs back down to the starting position. repeat the movement, this time twisting your hips to the other side. continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/xfSZbjuVqOQiIa
1270,two toe touch (male),back,body weight,spine,"hamstrings, glutes",other,no,"stand with your feet shoulder-width apart and your arms extended out to the sides. bend forward at the waist, keeping your back straight and your knees slightly bent. reach down towards your toes with both hands, keeping your legs straight. pause for a moment at the bottom, then slowly return to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/ONl1K6pDfoHBXG
1271,upper back stretch,back,body weight,upper back,shoulders,other,no,"stand up straight with your feet shoulder-width apart. extend your arms straight in front of you, parallel to the ground. interlace your fingers and rotate your palms away from your body. slowly raise your arms overhead, keeping them straight and parallel to each other. as you raise your arms, squeeze your shoulder blades together. hold the stretch for 15-30 seconds, then release and repeat.",https://v2.exercisedb.io/image/CKrNuKx5Kl2a5e
1272,upward facing dog,back,body weight,spine,"shoulders, chest",other,no,"lie face down on the floor with your legs extended behind you. place your hands on the floor next to your lower ribs, fingers pointing forward. press your hands firmly into the floor and straighten your arms, lifting your torso and thighs off the ground. roll your shoulders back and down, opening your chest and lifting your gaze towards the ceiling. hold this position for a few breaths, then slowly lower your body back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/GCXCv9PTDa6rfR
1273,v-sit on floor,waist,body weight,abs,hip flexors,other,no,"sit on the floor with your legs extended in front of you. lean back slightly and lift your legs off the ground, keeping them straight. simultaneously, lift your upper body off the ground and reach your arms towards your legs. hold this position for a few seconds, then slowly lower your upper body and legs back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/pm-IAuoY54IN1X
1274,vertical leg raise (on parallel bars),waist,body weight,abs,hip flexors,other,no,"hang from the parallel bars with your arms fully extended and your body straight. engage your core and lift your legs up in front of you, keeping them straight. continue lifting until your legs are parallel to the ground or slightly higher. pause for a moment at the top, then slowly lower your legs back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/neOsgRGSLAlQdw
1275,walk elliptical cross trainer,cardio,elliptical machine,cardiovascular system,"quadriceps, hamstrings, glutes, calves",other,no,"adjust the resistance level and incline of the elliptical machine to your desired settings. step onto the pedals of the machine and grip the handles lightly. begin by pushing down with your feet and pulling the handles towards your body. continue this motion, alternating between pushing and pulling, to simulate a walking or running motion. maintain a steady pace and keep your core engaged throughout the exercise. continue for the desired duration of your cardio workout. gradually decrease the intensity and speed of the machine before stepping off.",https://v2.exercisedb.io/image/xl5pW4SdfdIYtG
1276,walking high knees lunge,cardio,body weight,cardiovascular system,"quadriceps, hamstrings, glutes, calves",other,no,"stand with your feet hip-width apart. lift your right knee up towards your chest as high as you can while balancing on your left leg. step forward with your right foot and lower your body into a lunge position, bending both knees to a 90-degree angle. push off with your right foot and bring your left knee up towards your chest. step forward with your left foot and lower your body into a lunge position. continue alternating legs and lunging forward, keeping your core engaged and maintaining a steady pace. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/N2NyOMGcCIubg0
1277,walking lunge,upper legs,body weight,glutes,"quadriceps, hamstrings, calves",knee_flexion,yes,"stand with your feet shoulder-width apart. take a step forward with your right leg, lowering your body into a lunge position. keep your torso upright and your front knee aligned with your ankle. push off with your right foot and bring your left foot forward, stepping into a lunge position with your left leg. continue alternating legs and walking forward, maintaining a controlled and steady pace. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/S12-TU2h9Lzwid
1278,walking on incline treadmill,cardio,leverage machine,cardiovascular system,"quadriceps, hamstrings, calves",other,no,"adjust the incline level on the treadmill to your desired intensity. stand on the treadmill with your feet shoulder-width apart. start walking at a comfortable pace, ensuring that you maintain proper form. engage your core muscles and keep your back straight throughout the exercise. continue walking on the incline treadmill for the desired duration of your cardio workout. gradually decrease the incline and speed of the treadmill to cool down before stopping.",https://v2.exercisedb.io/image/JEI0axaRW961Os
1279,walking on stepmill,cardio,stepmill machine,cardiovascular system,"quadriceps, hamstrings, glutes, calves",other,no,"adjust the stepmill machine to a comfortable level. step onto the machine and place your hands on the handrails for support. start walking by placing one foot on a step and then the other, alternating between legs. maintain an upright posture and engage your core muscles. continue walking for the desired duration or distance. gradually increase the intensity or speed as you become more comfortable with the exercise. remember to cool down and stretch after completing the exercise.",https://v2.exercisedb.io/image/MWsSII8mDEjd2E
1280,weighted bench dip,upper arms,weighted,triceps,"chest, shoulders",elbow_flexion,yes,"sit on a bench with your hands gripping the edge, fingers pointing forward. slide your butt off the bench, supporting your weight with your hands. lower your body by bending your elbows until your upper arms are parallel to the floor. push yourself back up to the starting position by straightening your arms. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/i18g3tMY9R65js
1281,weighted close grip chin-up on dip cage,back,weighted,lats,"biceps, forearms",other,no,"stand in front of the dip cage and grab the parallel bars with an underhand grip, hands shoulder-width apart. hang from the bars with your arms fully extended, feet off the ground, and body straight. engage your back muscles and pull your body up towards the bars, keeping your elbows close to your sides. continue pulling until your chin is above the bars, then pause for a moment. slowly lower your body back down to the starting position, fully extending your arms. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/bYzTE45wtZhZ60
1282,weighted cossack squats (male),upper legs,weighted,glutes,"quadriceps, hamstrings, calves",knee_flexion,yes,"stand with your feet wider than shoulder-width apart and toes pointing slightly outward. hold a weight in front of your chest with both hands. shift your weight to one side and lower your body by bending the knee of the side you shifted towards, while keeping the other leg straight. go as low as you can while maintaining balance and keeping your chest up. push through the heel of the bent leg to return to the starting position. repeat on the other side, alternating between legs.",https://v2.exercisedb.io/image/brr2S1c6p-9xyJ
1283,weighted crunch,waist,weighted,abs,obliques,other,no,"lie flat on your back with your knees bent and feet flat on the ground. hold a weight plate or dumbbell on your chest. engage your abs and lift your upper body off the ground, curling forward until your shoulder blades are off the ground. pause for a moment at the top, then slowly lower your upper body back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/IOe27wtShAC7ga
1284,weighted decline sit-up,waist,weighted,abs,"hip flexors, lower back",other,no,"lie flat on a decline bench with your feet secured under the foot pads. place your hands behind your head or across your chest. engage your abs and slowly lift your upper body off the bench, curling forward until your torso is perpendicular to the ground. pause for a moment at the top, then slowly lower your upper body back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/p68RxH485CGdW0
1285,weighted donkey calf raise,lower legs,weighted,calves,"hamstrings, glutes",other,no,"stand on a raised platform with your toes on the edge and your heels hanging off. hold onto a stable object for support. raise your heels as high as possible by extending your ankles. pause for a moment at the top, then slowly lower your heels back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/gEBcFx5cJhRHUE
1286,weighted drop push up,chest,weighted,pectorals,"triceps, shoulders",other,no,"start in a high plank position with your hands slightly wider than shoulder-width apart and your feet together. lower your chest towards the ground, keeping your elbows close to your body. once your chest is just above the ground, explosively push yourself up, lifting your hands off the ground. as you push up, quickly move your hands out to the sides and slightly forward, allowing your body to drop down towards the ground. catch yourself with your hands in the wider position and immediately lower your chest towards the ground again. repeat the push-up motion, dropping down and catching yourself with your hands in the narrower position. continue alternating between the wider and narrower hand positions for the desired number of repetitions.",https://v2.exercisedb.io/image/E8J5-cePYrT9wV
1287,weighted front plank,waist,weighted,abs,"shoulders, lower back",other,no,"start by lying face down on the floor. place your forearms on the ground, with your elbows directly under your shoulders. extend your legs straight out behind you, with your toes on the ground. engage your core and lift your body off the ground, balancing on your forearms and toes. keep your body in a straight line from your head to your heels. hold this position for the desired amount of time. lower your body back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/XkEAiQwucxn72a
1288,weighted front raise,shoulders,weighted,delts,"biceps, forearms",other,no,"stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs. keeping your arms straight, exhale and lift the dumbbells in front of you until they are at shoulder level. pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/sA3T8qwX5Hn46K
1289,weighted hanging leg-hip raise,waist,weighted,abs,"hip flexors, lower back",other,no,"hang from a pull-up bar with your arms fully extended and your palms facing away from you. engage your core and lift your legs up in front of you, keeping them straight. continue lifting until your legs are parallel to the ground or slightly higher. pause for a moment at the top, then slowly lower your legs back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/G78I-24qGvljX8
1290,weighted hyperextension (on stability ball),back,weighted,spine,"glutes, hamstrings",other,no,"position yourself face down on a stability ball with your hips resting on the ball and your feet against a wall for stability. place your hands behind your head or cross them over your chest. engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line. pause for a moment at the top, then slowly lower your upper body back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/ylOXxiy8v-SZfx
1291,weighted kneeling step with swing,shoulders,weighted,delts,"triceps, core",other,no,"start in a kneeling position with your knees hip-width apart and your back straight. hold a weight in each hand, with your arms extended straight down in front of you. engage your core and swing the weights up and overhead, keeping your arms straight. lower the weights back down to the starting position and repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/c-R4SLnplRE4mg
1292,weighted lunge with swing,upper legs,weighted,glutes,"quadriceps, hamstrings, calves",knee_flexion,yes,"stand with your feet shoulder-width apart, holding a weight in each hand. take a step forward with your right foot, lowering your body into a lunge position. as you lunge forward, swing the weights forward and upward, keeping your arms straight. push off with your right foot and return to the starting position, swinging the weights back down. repeat with your left foot and continue alternating legs for the desired number of repetitions.",https://v2.exercisedb.io/image/HxKmJwcDdHDQ65
