Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Lever Seated Crunch,Waist,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Crunch+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Lever Seated Crunch (Chest Pad),"Crunch (On Stability Ball, Arms Straight)",
Lever Seated Crunch (Chest Pad),Waist,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Crunch+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Lever Seated Crunch V. 2,Crunch (On Stability Ball),
Lever Seated Crunch V. 2,Waist,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Crunch+V.+2+exercise+tutorial+proper+form,Beginner,Compound,crunch_logic,Back Pain,Lever Seated Leg Raise Crunch,Crunch (Hands Overhead),
Lever Seated Dip,Upper Arms,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Dip+exercise+tutorial+proper+form,Beginner,Compound,dip_logic,,Lever Triceps Extension,Barbell Seated Overhead Triceps Extension,
Lever Seated Fly,Chest,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Fly+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Lever Standing Chest Press,Chest Dip,
Lever Seated Good Morning,Upper Legs,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Good+Morning+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Lever Seated Hip Abduction,Dumbbell Lying Femoral,
Lever Seated Hip Abduction,Upper Legs,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Hip+Abduction+Upper+Legs+variation+982-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Lever Seated Hip Adduction,Dumbbell Lunge,https://wger.de/media/exercise-images/12/4a42cc6f-648d-40cc-a72a-c49dd47e1667.webp
Lever Seated Hip Adduction,Upper Legs,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Hip+Adduction+Upper+Legs+variation+983-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Lever Seated Leg Curl,Dumbbell Goblet Squat,https://wger.de/media/exercise-images/12/4a42cc6f-648d-40cc-a72a-c49dd47e1667.webp
Lever Seated Leg Curl,Upper Legs,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Leg+Curl+Upper+Legs+variation+984-1+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,Knee Pain,Low Glute Bridge On Floor,Dumbbell Deadlift,https://wger.de/media/exercise-images/364/b318dde9-f5f2-489f-940a-cd864affb9e3.png
Lever Seated Leg Raise Crunch,Waist,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Leg+Raise+Crunch+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Lunge With Twist,Cross Body Crunch,
Lever Seated Reverse Fly,Shoulders,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Reverse+Fly+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Shoulder Pain,Lever Seated Reverse Fly (Parallel Grip),Barbell Standing Front Raise Over Head,
Lever Seated Reverse Fly (Parallel Grip),Shoulders,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Reverse+Fly+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Shoulder Pain,Lever Shoulder Press,Barbell Standing Close Grip Military Press,
Lever Seated Row,Back,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Row+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Lever Shrug,Cable Palm Rotational Row,https://wger.de/media/exercise-images/1198/864906ac-4ac7-4e52-a886-c6bb97950a9f.jpg
Lever Seated Squat Calf Raise On Leg Press Machine,Lower Legs,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Seated+Squat+Calf+Raise+On+Leg+Press+Machine+Lower+Legs+variation+989-1+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Lever Standing Calf Raise,Dumbbell Seated One Leg Calf Raise - Hammer Grip,https://wger.de/media/exercise-images/371/d2136f96-3a43-4d4c-9944-1919c4ca1ce1.webp
Lever Shoulder Press,Shoulders,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Shoulder+Press+exercise+tutorial+proper+form,Advanced,Compound,press_logic,Shoulder Pain,Lever Shoulder Press V. 2,Barbell Standing Bradford Press,
Lever Shoulder Press V. 2,Shoulders,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Shoulder+Press+V.+2+exercise+tutorial+proper+form,Beginner,Compound,press_logic,Shoulder Pain,Lever Shoulder Press V. 3,Barbell Skier,
Lever Shoulder Press V. 3,Shoulders,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Shoulder+Press+V.+3+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,Shoulder Pain,Rear Deltoid Stretch,Barbell Seated Overhead Press,
Lever Shrug,Back,Leverage Machine,,Advanced,Compound,general_logic,Back Pain,Lever T Bar Row,Cable One Arm Straight Back High Row (Kneeling),https://wger.de/media/exercise-images/570/68b4a33f-40f1-4dda-b56c-a2e20ed13903.jpg
Lever Standing Calf Raise,Lower Legs,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Standing+Calf+Raise+Lower+Legs+variation+994-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,One Leg Donkey Calf Raise,Dumbbell Seated One Leg Calf Raise,https://wger.de/media/exercise-images/622/9a429bd0-afd3-4ad0-8043-e9beec901c81.jpeg
Lever Standing Chest Press,Chest,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Standing+Chest+Press+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Machine Inner Chest Press,Chest And Front Of Shoulder Stretch,
Lever T Bar Row,Back,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+T+Bar+Row+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Lever T-Bar Reverse Grip Row,Cable One Arm Pulldown,
Lever T-Bar Reverse Grip Row,Back,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+T-Bar+Reverse+Grip+Row+exercise+tutorial+proper+form,Intermediate,Compound,row_logic,Back Pain,Lever Unilateral Row,Cable One Arm Bent Over Row,
Lever Triceps Extension,Upper Arms,Leverage Machine,https://www.youtube.com/embed?listType=search&list=Lever+Triceps+Extension+Upper+Arms+variation+998-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Medicine Ball Close Grip Push Up,Barbell Seated Close-Grip Concentration Curl,https://wger.de/media/exercise-images/1519/fab7f641-27d4-40b5-8edd-1a0a137bfd94.gif
Lever Unilateral Row,Back,Leverage Machine,,Intermediate,Compound,row_logic,Back Pain,London Bridge,Cable Lying Extension Pullover (With Rope Attachment),https://wger.de/media/exercise-images/1636/1bf3ee54-207c-4b53-b057-15adc1dd6128.png
London Bridge,Back,Rope,https://www.youtube.com/embed?listType=search&list=London+Bridge+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Lower Back Curl,Cable Low Seated Row,
Low Glute Bridge On Floor,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Low+Glute+Bridge+On+Floor+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Lunge With Jump,Dumbbell Contralateral Forward Lunge,
Lower Back Curl,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Lower+Back+Curl+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,Back Pain,Medicine Ball Catch And Overhead Throw,Cable Lateral Pulldown With V-Bar,
Lunge With Jump,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Lunge+With+Jump+exercise+tutorial+proper+form,Beginner,Compound,lunge_logic,Knee Pain,Lying (Side) Quads Stretch,Dumbbell Clean,
Lunge With Twist,Waist,Body Weight,,Beginner,Compound,lunge_logic,Back Pain,Lying Elbow To Knee,Crab Twist Toe Touch,https://wger.de/media/exercise-images/1868/446e7065-215d-4a91-9da7-9416101442bb.png
Lying (Side) Quads Stretch,Upper Legs,Body Weight,,Intermediate,Compound,general_logic,Knee Pain,March Sit (Wall),Dumbbell Bench Squat,https://wger.de/media/exercise-images/1869/c49187bd-9f90-4a7a-b25e-1d50e857a104.png
Lying Elbow To Knee,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Lying+Elbow+To+Knee+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Lying Leg Raise Flat Bench,Cocoons,
Lying Leg Raise Flat Bench,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Lying+Leg+Raise+Flat+Bench+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Lying Leg-Hip Raise,Captains Chair Straight Leg Raise,
Lying Leg-Hip Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Lying+Leg-Hip+Raise+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Negative Crunch,Cable Twist (Up-Down),
Machine Inner Chest Press,Chest,Leverage Machine,,Advanced,Compound,press_logic,,Medicine Ball Chest Pass,Cable Upper Chest Crossovers,https://wger.de/media/exercise-images/1655/b263c968-e067-4750-916a-d8758a7df23e.webp
March Sit (Wall),Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=March+Sit+%28Wall%29+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Monster Walk,Curtsey Squat,
Medicine Ball Catch And Overhead Throw,Back,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Catch+And+Overhead+Throw+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Medicine Ball Overhead Slam,Cable Lateral Pulldown (With Rope Attachment),
Medicine Ball Chest Pass,Chest,Medicine Ball,,Beginner,Compound,general_logic,,Medicine Ball Chest Push From 3 Point Stance,Cable Standing Up Straight Crossovers,https://wger.de/media/exercise-images/1089/49f51716-535d-41dd-aeb5-cff5bb906bc1.jpeg
Medicine Ball Chest Push From 3 Point Stance,Chest,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Chest+Push+From+3+Point+Stance+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Medicine Ball Chest Push Multiple Response,Cable Standing Fly,
Medicine Ball Chest Push Multiple Response,Chest,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Chest+Push+Multiple+Response+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Medicine Ball Chest Push Single Response,Cable Seated Chest Press,
Medicine Ball Chest Push Single Response,Chest,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Chest+Push+Single+Response+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Medicine Ball Chest Push With Run Release,Cable Press On Exercise Ball,
Medicine Ball Chest Push With Run Release,Chest,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Chest+Push+With+Run+Release+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Modified Hindu Push-Up (Male),Cable One Arm Press On Exercise Ball,
Medicine Ball Close Grip Push Up,Upper Arms,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Close+Grip+Push+Up+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Medicine Ball Supine Chest Throw,Barbell Seated Close Grip Behind Neck Triceps Extension,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Medicine Ball Overhead Slam,Back,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Overhead+Slam+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Mixed Grip Chin-Up,Cable Lat Pulldown Full Range Of Motion,
Medicine Ball Supine Chest Throw,Upper Arms,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Medicine+Ball+Supine+Chest+Throw+exercise+tutorial+proper+form,Beginner,Compound,row_logic,,Narrow Push-Up On Exercise Ball,Barbell Reverse Preacher Curl,
Mixed Grip Chin-Up,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Mixed+Grip+Chin-Up+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Muscle Up,Cable Incline Pushdown,
Modified Hindu Push-Up (Male),Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Modified+Hindu+Push-Up+%28Male%29+Chest+variation+1021-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Plyo Push Up,Cable One Arm Lateral Bent-Over,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Modified Push Up To Lower Arms,Lower Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=Modified+Push+Up+To+Lower+Arms+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Side Wrist Pull Stretch,Barbell Standing Back Wrist Curl,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Monster Walk,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Monster+Walk+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Knee Pain,One Leg Squat,Chair Leg Extended Stretch,
Mountain Climber,Cardio,Body Weight,https://www.youtube.com/embed?listType=search&list=Mountain+Climber+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Push To Run,Short Stride Run,
Muscle Up,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Muscle+Up+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Muscle-Up (On Vertical Bar),Cable Incline Bench Row,
Muscle-Up (On Vertical Bar),Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Muscle+Up+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,One Arm Against Wall,Cable High Row (Kneeling),
Narrow Push-Up On Exercise Ball,Upper Arms,Stability Ball,https://www.youtube.com/embed?listType=search&list=Narrow+Push-Up+On+Exercise+Ball+Upper+Arms+variation+1027-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Olympic Barbell Hammer Curl,Barbell Reverse Grip Skullcrusher,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Neck Side Stretch,Neck,Body Weight,,Beginner,Compound,general_logic,,Side Push Neck Stretch,Side Push Neck Stretch,https://wger.de/media/exercise-images/1861/0ffe4e99-71ad-47fb-b98c-1f243faa0499.png
Negative Crunch,Waist,Body Weight,,Beginner,Compound,crunch_logic,Back Pain,Oblique Crunch V. 2,Cable Twist,https://wger.de/media/exercise-images/93/Decline-crunch-1.png
Oblique Crunch V. 2,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Oblique+Crunch+V.+2+exercise+tutorial+proper+form,Advanced,Compound,crunch_logic,Back Pain,Oblique Crunches Floor,Cable Tuck Reverse Crunch,
Oblique Crunches Floor,Waist,Body Weight,,Intermediate,Compound,crunch_logic,Back Pain,One Arm Slam (With Medicine Ball),Cable Standing Lift,https://wger.de/media/exercise-images/91/Crunches-1.png
Olympic Barbell Hammer Curl,Upper Arms,Olympic Barbell,https://www.youtube.com/embed?listType=search&list=Olympic+Barbell+Hammer+Curl+exercise+tutorial+proper+form,Advanced,Compound,curl_logic,,Olympic Barbell Triceps Extension,Barbell Reverse Curl,
Olympic Barbell Triceps Extension,Upper Arms,Olympic Barbell,https://www.youtube.com/embed?listType=search&list=Olympic+Barbell+Triceps+Extension+Upper+Arms+variation+1033-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,One Arm Dip,Barbell Reverse Close-Grip Bench Press,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
One Arm Against Wall,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=One+Arm+Against+Wall+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,One Arm Chin-Up,Cable Floor Seated Wide-Grip Row,
One Arm Chin-Up,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=One+Arm+Chin-Up+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,One Arm Towel Row,Cable Decline Seated Wide-Grip Row,
One Arm Dip,Upper Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=One+Arm+Dip+exercise+tutorial+proper+form,Beginner,Compound,dip_logic,,Overhead Triceps Stretch,Barbell Prone Incline Curl,
One Arm Slam (With Medicine Ball),Waist,Medicine Ball,https://www.youtube.com/embed?listType=search&list=One+Arm+Slam+%28With+Medicine+Ball%29+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Otis Up,Cable Standing Crunch (With Rope Attachment),
One Arm Towel Row,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=One+Arm+Towel+Row+Back+variation+1038-1+exercise+tutorial+proper+form,Intermediate,Compound,row_logic,Back Pain,Pull Up (Neutral Grip),Cable Cross-Over Lateral Pulldown,https://wger.de/media/exercise-images/1186/1987a039-cf35-437e-bbdc-40c53dd7d053.jpg
One Leg Donkey Calf Raise,Lower Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=One+Leg+Donkey+Calf+Raise+Lower+Legs+variation+1039-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,One Leg Floor Calf Raise,Dumbbell Seated Calf Raise,https://wger.de/media/exercise-images/1243/53d4fabe-c994-4907-873f-8d82813a9832.png
One Leg Floor Calf Raise,Lower Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=One+Leg+Floor+Calf+Raise+Lower+Legs+variation+1040-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Peroneals Stretch,Donkey Calf Raise,https://wger.de/media/exercise-images/1243/53d4fabe-c994-4907-873f-8d82813a9832.png
One Leg Squat,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=One+Leg+Squat+exercise+tutorial+proper+form,Advanced,Compound,squat_logic,Knee Pain,Outside Leg Kick Push-Up,Cable Standing Hip Extension,
Otis Up,Waist,Weighted,https://www.youtube.com/embed?listType=search&list=Otis+Up+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Pelvic Tilt,Cable Standing Crunch,
Outside Leg Kick Push-Up,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Outside+Leg+Kick+Push-Up+Upper+Legs+variation+1043-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,Knee Pain,Pelvic Tilt Into Bridge,Cable Pull Through (With Rope),https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Overhead Triceps Stretch,Upper Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=Overhead+Triceps+Stretch+Upper+Arms+variation+1044-1+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Push-Up Close-Grip Off Dumbbell,Barbell Preacher Curl,https://wger.de/media/exercise-images/1519/fab7f641-27d4-40b5-8edd-1a0a137bfd94.gif
Pelvic Tilt,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Pelvic+Tilt+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Posterior Step To Overhead Reach,Cable Side Crunch,
Pelvic Tilt Into Bridge,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Pelvic+Tilt+Into+Bridge+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Knee Pain,Pike-To-Cobra Push-Up,Cable Hip Adduction,
Peroneals Stretch,Lower Legs,Rope,,Beginner,Compound,general_logic,Knee Pain,Posterior Tibialis Stretch,Circles Knee Stretch,https://wger.de/media/exercise-images/1872/df982df1-512a-4eb9-acd9-68cc1c265df6.png
Pike-To-Cobra Push-Up,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Pike-To-Cobra+Push-Up+Upper+Legs+variation+1048-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,Knee Pain,Potty Squat With Support,Cable Deadlift,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Plyo Push Up,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Plyo+Push+Up+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Push And Pull Bodyweight,Cable One Arm Incline Press On Exercise Ball,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Posterior Step To Overhead Reach,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Posterior+Step+To+Overhead+Reach+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Potty Squat,Cable Side Bend Crunch (Bosu Ball),
Posterior Tibialis Stretch,Lower Legs,Rope,https://www.youtube.com/embed?listType=search&list=Posterior+Tibialis+Stretch+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Seated Calf Stretch (Male),Calf Stretch With Rope,
Potty Squat,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Potty+Squat+exercise+tutorial+proper+form,Advanced,Compound,squat_logic,Back Pain,Power Point Plank,Cable Side Bend,https://wger.de/media/exercise-images/191/Front-squat-1-857x1024.png
Potty Squat With Support,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Potty+Squat+With+Support+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Power Clean,Cable Assisted Inverse Leg Curl,
Power Clean,Upper Legs,Barbell,,Beginner,Compound,general_logic,Knee Pain,Push-Up Inside Leg Kick,Butterfly Yoga Pose,https://wger.de/media/exercise-images/1087/d85f4e02-b20c-457c-bdfb-0b00e2d14150.jpg
Power Point Plank,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Power+Point+Plank+Waist+variation+1055-1+exercise+tutorial+proper+form,Advanced,Compound,plank_logic,Back Pain,Prisoner Half Sit-Up (Male),Cable Seated Twist,https://wger.de/media/exercise-images/458/b7bd9c28-9f1d-4647-bd17-ab6a3adf5770.png
Prisoner Half Sit-Up (Male),Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Prisoner+Half+Sit-Up+%28Male%29+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Prone Twist On Stability Ball,Cable Seated Crunch,
Prone Twist On Stability Ball,Waist,Stability Ball,https://www.youtube.com/embed?listType=search&list=Prone+Twist+On+Stability+Ball+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Pull-In (On Stability Ball),Cable Russian Twists (On Stability Ball),
Pull Up (Neutral Grip),Back,Body Weight,,Intermediate,Compound,general_logic,Back Pain,Pull-Up,Cable Bar Lateral Pulldown,https://wger.de/media/exercise-images/1765/7ac179ab-f1ca-4138-ad1a-3e0133272348.png
Pull-In (On Stability Ball),Waist,Stability Ball,https://www.youtube.com/embed?listType=search&list=Pull-In+%28On+Stability+Ball%29+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Push-Up To Side Plank,Cable Reverse Crunch,
Pull-Up,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Pull-Up+Back+variation+1060-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Rear Pull-Up,Bodyweight Standing Row (With Towel),https://wger.de/media/exercise-images/475/b0554016-16fd-4dbe-be47-a2a17d16ae0e.jpg
Push And Pull Bodyweight,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Push+And+Pull+Bodyweight+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Push Up On Bosu Ball,Cable One Arm Incline Press,
Push To Run,Cardio,Body Weight,https://www.youtube.com/embed?listType=search&list=Push+To+Run+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Run,Semi Squat Jump (Male),
Push Up On Bosu Ball,Chest,Bosu Ball,https://www.youtube.com/embed?listType=search&list=Push+Up+On+Bosu+Ball+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Push-Up,Cable One Arm Incline Fly On Exercise Ball,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Push-Up+Chest+variation+1064-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Push-Up (Bosu Ball),Cable One Arm Fly On Exercise Ball,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up (Bosu Ball),Chest,Bosu Ball,https://www.youtube.com/embed?listType=search&list=Push-Up+%28Bosu+Ball%29+Chest+variation+1065-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Push-Up (On Stability Ball),Cable One Arm Decline Chest Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up (On Stability Ball),Chest,Stability Ball,https://www.youtube.com/embed?listType=search&list=Push-Up+%28On+Stability+Ball%29+Chest+variation+1066-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Push-Up (On Stability Ball),Cable Middle Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up (On Stability Ball),Chest,Stability Ball,https://www.youtube.com/embed?listType=search&list=Push-Up+%28On+Stability+Ball%29+Chest+variation+1067-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Push-Up (Wall),Cable Lying Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up (Wall),Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Push-Up+%28Wall%29+Chest+variation+1068-1+exercise+tutorial+proper+form,Advanced,Compound,pushup_logic,,Push-Up (Wall) V. 2,Cable Low Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up (Wall) V. 2,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Push-Up+%28Wall%29+V.+2+Chest+variation+1069-1+exercise+tutorial+proper+form,Advanced,Compound,pushup_logic,,Push-Up Medicine Ball,Cable Incline Fly (On Stability Ball),https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up Close-Grip Off Dumbbell,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Push-Up+Close-Grip+Off+Dumbbell+Upper+Arms+variation+1070-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Push-Up On Lower Arms,Barbell Pin Presses,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up Inside Leg Kick,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Push-Up+Inside+Leg+Kick+Upper+Legs+variation+1071-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,Knee Pain,Quads,Bodyweight Drop Jump Squat,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up Medicine Ball,Chest,Medicine Ball,https://www.youtube.com/embed?listType=search&list=Push-Up+Medicine+Ball+Chest+variation+1072-1+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Push-Up Plus,Cable Incline Fly,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Push-Up On Lower Arms,Upper Arms,Body Weight,https://www.youtube.com/embed?listType=search&list=Push-Up+On+Lower+Arms+Upper+Arms+variation+1073-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Resistance Band Seated Biceps Curl,Barbell One Arm Floor Press,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
