Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Potty Squat,Waist,Body Weight,https://v2.exercisedb.io/image/0vBtOTvrVmNKfc,Advanced,Compound,squat_logic,Back Pain,Power Point Plank,Cable Side Bend,
Potty Squat With Support,Upper Legs,Body Weight,https://v2.exercisedb.io/image/Mf-kmvgwkr-l0Z,Intermediate,Compound,squat_logic,Knee Pain,Power Clean,Cable Assisted Inverse Leg Curl,
Power Clean,Upper Legs,Barbell,https://v2.exercisedb.io/image/B5XSJ9LGSfpPs3,Beginner,Compound,general_logic,Knee Pain,Push-Up Inside Leg Kick,Butterfly Yoga Pose,
Power Point Plank,Waist,Body Weight,https://v2.exercisedb.io/image/GJL9nN76ce3g3a,Advanced,Compound,plank_logic,Back Pain,Prisoner Half Sit-Up (Male),Cable Seated Twist,
Prisoner Half Sit-Up (Male),Waist,Body Weight,https://v2.exercisedb.io/image/b1eGzidmNpbjBp,Beginner,Compound,general_logic,Back Pain,Prone Twist On Stability Ball,Cable Seated Crunch,
Prone Twist On Stability Ball,Waist,Stability Ball,https://v2.exercisedb.io/image/wnebr2ASSuIozI,Advanced,Compound,general_logic,Back Pain,Pull-In (On Stability Ball),Cable Russian Twists (On Stability Ball),
Pull Up (Neutral Grip),Back,Body Weight,https://v2.exercisedb.io/image/g4p0YPaDvnrHTR,Intermediate,Compound,general_logic,Back Pain,Pull-Up,Cable Bar Lateral Pulldown,
Pull-In (On Stability Ball),Waist,Stability Ball,https://v2.exercisedb.io/image/-jZelUg8TB1-qJ,Beginner,Compound,general_logic,Back Pain,Push-Up To Side Plank,Cable Reverse Crunch,
Pull-Up,Back,Body Weight,https://v2.exercisedb.io/image/bO76Z1G4OoiCkg,Intermediate,Compound,general_logic,Back Pain,Rear Pull-Up,Bodyweight Standing Row (With Towel),
Push And Pull Bodyweight,Chest,Body Weight,https://v2.exercisedb.io/image/A6OXtsigbbyN8g,Beginner,Compound,general_logic,,Push Up On Bosu Ball,Cable One Arm Incline Press,
Push To Run,Cardio,Body Weight,https://v2.exercisedb.io/image/kGyXMEXCUJZ403,Beginner,Compound,general_logic,,Run,Semi Squat Jump (Male),
Push Up On Bosu Ball,Chest,Bosu Ball,https://v2.exercisedb.io/image/WensUWulk4uFzd,Beginner,Compound,pushup_logic,,Push-Up,Cable One Arm Incline Fly On Exercise Ball,
Push-Up,Chest,Body Weight,https://v2.exercisedb.io/image/9MsFCUhdaBISl1,Beginner,Compound,pushup_logic,,Push-Up (Bosu Ball),Cable One Arm Fly On Exercise Ball,
Push-Up (Bosu Ball),Chest,Bosu Ball,https://v2.exercisedb.io/image/I2gEvgwiYt0ygV,Beginner,Compound,pushup_logic,,Push-Up (On Stability Ball),Cable One Arm Decline Chest Fly,
Push-Up (On Stability Ball),Chest,Stability Ball,https://v2.exercisedb.io/image/iYvLeY-6fg8s0k,Beginner,Compound,pushup_logic,,Push-Up (On Stability Ball),Cable Middle Fly,
Push-Up (On Stability Ball),Chest,Stability Ball,https://v2.exercisedb.io/image/jwdCqysKvMY3lt,Beginner,Compound,pushup_logic,,Push-Up (Wall),Cable Lying Fly,
Push-Up (Wall),Chest,Body Weight,https://v2.exercisedb.io/image/3fNM2D1E6h8eDW,Advanced,Compound,pushup_logic,,Push-Up (Wall) V. 2,Cable Low Fly,
Push-Up (Wall) V. 2,Chest,Body Weight,https://v2.exercisedb.io/image/Ph1r5u60B3vTtO,Advanced,Compound,pushup_logic,,Push-Up Medicine Ball,Cable Incline Fly (On Stability Ball),
Push-Up Close-Grip Off Dumbbell,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/6ALCB8nIBWeTQO,Intermediate,Compound,pushup_logic,,Push-Up On Lower Arms,Barbell Pin Presses,
Push-Up Inside Leg Kick,Upper Legs,Body Weight,https://v2.exercisedb.io/image/c-wIuxTkS7obMe,Intermediate,Compound,pushup_logic,Knee Pain,Quads,Bodyweight Drop Jump Squat,
Push-Up Medicine Ball,Chest,Medicine Ball,https://v2.exercisedb.io/image/ig4auaUuQu2qvj,Beginner,Compound,pushup_logic,,Push-Up Plus,Cable Incline Fly,
Push-Up On Lower Arms,Upper Arms,Body Weight,https://v2.exercisedb.io/image/86oCPd0YvW1Mz2,Intermediate,Compound,pushup_logic,,Resistance Band Seated Biceps Curl,Barbell One Arm Floor Press,
Push-Up Plus,Chest,Body Weight,https://v2.exercisedb.io/image/I8HQ7aJZyjK-QN,Beginner,Compound,pushup_logic,,Raise Single Arm Push-Up,Cable Incline Bench Press,
Push-Up To Side Plank,Waist,Body Weight,https://v2.exercisedb.io/image/ygtLL3yMsfd9GN,Beginner,Compound,pushup_logic,Back Pain,Quarter Sit-Up,Cable Kneeling Crunch,
Quads,Upper Legs,Body Weight,https://v2.exercisedb.io/image/KGCXGJ69ngTv6K,Beginner,Compound,general_logic,Knee Pain,Quick Feet V. 2,Bent Knee Lying Twist (Male),
Quarter Sit-Up,Waist,Body Weight,https://v2.exercisedb.io/image/wTTgnuf2MwZDAY,Advanced,Compound,general_logic,Back Pain,Reverse Crunch,Cable Judo Flip,
Quick Feet V. 2,Upper Legs,Body Weight,https://v2.exercisedb.io/image/5ZFK9VBKxu0ggN,Intermediate,Compound,general_logic,Knee Pain,Rear Decline Bridge,Bench Hip Extension,
Raise Single Arm Push-Up,Chest,Body Weight,https://v2.exercisedb.io/image/MCAp3JeMBLGioV,Beginner,Compound,pushup_logic,,Resistance Band Seated Chest Press,Cable Decline Press,
Rear Decline Bridge,Upper Legs,Body Weight,https://v2.exercisedb.io/image/Jclzn8UYvKkPga,Intermediate,Compound,general_logic,Knee Pain,Reclining Big Toe Pose With Rope,Basic Toe Touch (Male),
Rear Deltoid Stretch,Shoulders,Body Weight,https://v2.exercisedb.io/image/eRTKw8oQP30WZC,Advanced,Compound,general_logic,Shoulder Pain,Resistance Band Seated Shoulder Press,Barbell Seated Bradford Rocky Press,
Rear Pull-Up,Back,Body Weight,https://v2.exercisedb.io/image/FCLINY5buxki-E,Advanced,Compound,general_logic,Back Pain,Resistance Band Seated Straight Back Row,Bodyweight Standing Row,
Reclining Big Toe Pose With Rope,Upper Legs,Rope,https://v2.exercisedb.io/image/TMmfulODoTnX50,Beginner,Compound,general_logic,Knee Pain,Resistance Band Hip Thrusts On Knees (Female),Barbell Zercher Squat,
Resistance Band Hip Thrusts On Knees (Female),Upper Legs,Resistance Band,https://v2.exercisedb.io/image/6MMtOdoxYVwaPi,Intermediate,Compound,general_logic,Knee Pain,Resistance Band Leg Extension,Barbell Wide Squat,
Resistance Band Leg Extension,Upper Legs,Resistance Band,https://v2.exercisedb.io/image/S7RE-F2MlIS-Gw,Intermediate,Compound,general_logic,Knee Pain,Resistance Band Seated Hip Abduction,Barbell Sumo Deadlift,
Resistance Band Seated Biceps Curl,Upper Arms,Resistance Band,https://v2.exercisedb.io/image/RFIMhq9Qk39q6l,Intermediate,Compound,curl_logic,,Reverse Dip,Barbell Lying Triceps Extension Skull Crusher,
Resistance Band Seated Chest Press,Chest,Resistance Band,https://v2.exercisedb.io/image/Y9Fr55jb1Lm9Cw,Intermediate,Compound,press_logic,,Roller Seated Shoulder Flexor Depresor Retractor,Cable Decline One Arm Press,
Resistance Band Seated Hip Abduction,Upper Legs,Resistance Band,https://v2.exercisedb.io/image/aQVysQtp8Za59H,Intermediate,Compound,general_logic,Knee Pain,Reverse Hyper Extension (On Stability Ball),Barbell Straight Leg Deadlift,
Resistance Band Seated Shoulder Press,Shoulders,Resistance Band,https://v2.exercisedb.io/image/HtZFRJC0oaFeYD,Advanced,Compound,press_logic,Shoulder Pain,Smith Behind Neck Press,Barbell Seated Behind Head Military Press,
Resistance Band Seated Straight Back Row,Back,Resistance Band,https://v2.exercisedb.io/image/xv9mgPAPjo5Yp5,Advanced,Compound,row_logic,Back Pain,Reverse Grip Machine Lat Pulldown,Bodyweight Standing One Arm Row (With Towel),
Reverse Crunch,Waist,Body Weight,https://v2.exercisedb.io/image/CHdP8JHlAjGiSf,Intermediate,Compound,crunch_logic,Back Pain,Reverse Plank With Leg Lift,Butt-Ups,
Reverse Dip,Upper Arms,Body Weight,https://v2.exercisedb.io/image/CWMIhiDemD43rf,Intermediate,Compound,dip_logic,,Ring Dips,Barbell Lying Triceps Extension,
Reverse Grip Machine Lat Pulldown,Back,Leverage Machine,https://v2.exercisedb.io/image/d2XJ8FybXPQMaE,Beginner,Compound,general_logic,Back Pain,Reverse Grip Pull-Up,Bodyweight Standing One Arm Row,
Reverse Grip Pull-Up,Back,Body Weight,https://v2.exercisedb.io/image/cbZdnM8ePFs2F4,Beginner,Compound,general_logic,Back Pain,Rocky Pull-Up Pulldown,Bodyweight Standing Close-Grip Row,
Reverse Hyper Extension (On Stability Ball),Upper Legs,Stability Ball,https://v2.exercisedb.io/image/Bxf77LQjveSMvk,Beginner,Compound,general_logic,Knee Pain,Reverse Hyper On Flat Bench,Barbell Stiff Leg Good Morning,
Reverse Hyper On Flat Bench,Upper Legs,Body Weight,https://v2.exercisedb.io/image/k5J1S-R8eDzFB5,Intermediate,Compound,general_logic,Knee Pain,Rocking Frog Stretch,Barbell Step-Up,
Reverse Plank With Leg Lift,Waist,Body Weight,https://v2.exercisedb.io/image/hPL3XoZlgiStwL,Advanced,Compound,plank_logic,Back Pain,Roller Body Saw,Bridge - Mountain Climber (Cross Body),
Ring Dips,Upper Arms,Body Weight,https://v2.exercisedb.io/image/0k68uYx47NuaZQ,Intermediate,Compound,dip_logic,,Side Push-Up,Barbell Lying Preacher Curl,
Rocking Frog Stretch,Upper Legs,Body Weight,https://v2.exercisedb.io/image/KupPkwUWbgxpFj,Intermediate,Compound,general_logic,Knee Pain,Roller Hip Lat Stretch,Barbell Squat Jump Step Rear Lunge,
Rocky Pull-Up Pulldown,Back,Body Weight,https://v2.exercisedb.io/image/7cuYxpy0n9sLX5,Intermediate,Compound,general_logic,Back Pain,Roller Back Stretch,Bodyweight Standing Close-Grip One Arm Row,
Roller Back Stretch,Back,Roller,https://v2.exercisedb.io/image/amZH-BdaYzoJ-x,Beginner,Compound,general_logic,Back Pain,Roller Side Lat Stretch,Bodyweight Squatting Row (With Towel),
Roller Body Saw,Waist,Roller,https://v2.exercisedb.io/image/5V62MG7q3GHnMr,Intermediate,Compound,general_logic,Back Pain,Roller Reverse Crunch,Bottoms-Up,
Roller Hip Lat Stretch,Upper Legs,Roller,https://v2.exercisedb.io/image/6-VJOG8aS2SQg0,Advanced,Compound,general_logic,Knee Pain,Roller Hip Stretch,Barbell Squat (On Knees),
Roller Hip Stretch,Upper Legs,Roller,https://v2.exercisedb.io/image/-kziEWkHypGKxf,Intermediate,Compound,general_logic,Knee Pain,Runners Stretch,Barbell Split Squat V. 2,
Roller Reverse Crunch,Waist,Roller,https://v2.exercisedb.io/image/PLFVZqV9g5mZW0,Beginner,Compound,crunch_logic,Back Pain,Russian Twist,Bodyweight Incline Side Plank,
Roller Seated Shoulder Flexor Depresor Retractor,Chest,Roller,https://v2.exercisedb.io/image/WE90nw5gqQAndW,Beginner,Compound,general_logic,,Roller Seated Single Leg Shoulder Flexor Depresor Retractor,Cable Decline Fly,
Roller Seated Single Leg Shoulder Flexor Depresor Retractor,Chest,Roller,https://v2.exercisedb.io/image/6jd7iJMxVzAxsp,Advanced,Compound,general_logic,,Scapula Push-Up,Cable Cross-Over Variation,
Roller Side Lat Stretch,Back,Roller,https://v2.exercisedb.io/image/oWyeL0-c6Tbmwn,Advanced,Compound,general_logic,Back Pain,Rope Climb,Bodyweight Squatting Row,
Rope Climb,Back,Rope,https://v2.exercisedb.io/image/k8C1WXUwl2vJoL,Beginner,Compound,general_logic,Back Pain,Scapula Dips,Bench Pull-Ups,
Run,Cardio,Body Weight,https://v2.exercisedb.io/image/hrAa8vzKcKMB2W,Intermediate,Compound,general_logic,,Run (Equipment),Scissor Jumps (Male),
Run (Equipment),Cardio,Body Weight,https://v2.exercisedb.io/image/w6TdZTz6jyj5Er,Beginner,Compound,general_logic,,Scissor Jumps (Male),Run (Equipment),
Runners Stretch,Upper Legs,Body Weight,https://v2.exercisedb.io/image/dA2RZTTki9RNZc,Beginner,Compound,general_logic,Knee Pain,Seated Glute Stretch,Barbell Speed Squat,
Russian Twist,Waist,Body Weight,https://v2.exercisedb.io/image/hg4EMibfvBZEYz,Intermediate,Compound,general_logic,Back Pain,Seated Leg Raise,Barbell Standing Twist,
Scapula Dips,Back,Body Weight,https://v2.exercisedb.io/image/9YHzd0IKZHjWc3,Beginner,Compound,dip_logic,Back Pain,Scapular Pull-Up,Barbell Shrug,
Scapula Push-Up,Chest,Body Weight,https://v2.exercisedb.io/image/C1-F3Jt-13IaIt,Intermediate,Compound,pushup_logic,,Shoulder Tap Push-Up,Cable Bench Press,
Scapular Pull-Up,Back,Body Weight,https://v2.exercisedb.io/image/WBgt2EzoQMUeHH,Intermediate,Compound,general_logic,Back Pain,Seated Lower Back Stretch,Barbell Reverse Grip Incline Bench Row,
Scissor Jumps (Male),Cardio,Body Weight,https://v2.exercisedb.io/image/3FmT4YfIN6Ynbt,Intermediate,Compound,general_logic,,Semi Squat Jump (Male),Run,
Seated Calf Stretch (Male),Lower Legs,Body Weight,https://v2.exercisedb.io/image/LMbVbz35RTzTWa,Beginner,Compound,general_logic,Knee Pain,Single Leg Calf Raise (On A Dumbbell),Calf Stretch With Hands Against Wall,
Seated Glute Stretch,Upper Legs,Body Weight,https://v2.exercisedb.io/image/BeLMEwrrqJ0-O0,Advanced,Compound,general_logic,Knee Pain,Seated Piriformis Stretch,Barbell Single Leg Split Squat,
Seated Leg Raise,Waist,Body Weight,https://v2.exercisedb.io/image/fBlO7Anbhp-Ops,Advanced,Compound,general_logic,Back Pain,Seated Side Crunch (Wall),Barbell Standing Ab Rollerout,
Seated Lower Back Stretch,Back,Body Weight,https://v2.exercisedb.io/image/gzjtZ5tPzmHRqh,Intermediate,Compound,general_logic,Back Pain,Shoulder Grip Pull-Up,Barbell Reverse Grip Bent Over Row,
Seated Piriformis Stretch,Upper Legs,Body Weight,https://v2.exercisedb.io/image/8DcjA5MZH2J1bf,Advanced,Compound,general_logic,Knee Pain,Seated Wide Angle Pose Sequence,Barbell Single Leg Deadlift,
Seated Side Crunch (Wall),Waist,Body Weight,https://v2.exercisedb.io/image/4vcoYAquUxxYZ9,Advanced,Compound,crunch_logic,Back Pain,Shoulder Tap,Barbell Sitted Alternate Leg Raise (Female),
Seated Wide Angle Pose Sequence,Upper Legs,Body Weight,https://v2.exercisedb.io/image/kw9N0PAyu-FHSU,Beginner,Compound,general_logic,Knee Pain,Self Assisted Inverse Leg Curl,Barbell Side Split Squat V. 2,
Self Assisted Inverse Leg Curl,Upper Legs,Body Weight,https://v2.exercisedb.io/image/keFxsmOPilfgQS,Intermediate,Compound,curl_logic,Knee Pain,Self Assisted Inverse Leg Curl,Barbell Side Split Squat,
Self Assisted Inverse Leg Curl,Upper Legs,Body Weight,https://v2.exercisedb.io/image/GSlJi57a1pNsWq,Beginner,Compound,curl_logic,Knee Pain,Self Assisted Inverse Leg Curl (On Floor),Barbell Seated Good Morning,
Self Assisted Inverse Leg Curl (On Floor),Upper Legs,Body Weight,https://v2.exercisedb.io/image/ehmX93egMB2DVR,Advanced,Compound,curl_logic,Knee Pain,Side Bridge Hip Abduction,Barbell Romanian Deadlift,
Semi Squat Jump (Male),Cardio,Body Weight,https://v2.exercisedb.io/image/SwId-E0R7010Gl,Advanced,Compound,squat_logic,,Short Stride Run,Push To Run,
Short Stride Run,Cardio,Body Weight,https://v2.exercisedb.io/image/N-7ex8BnnpnedS,Intermediate,Compound,general_logic,,Skater Hops,Mountain Climber,
Shoulder Grip Pull-Up,Back,Body Weight,https://v2.exercisedb.io/image/0OrUH-BPGSAh3h,Advanced,Compound,general_logic,Back Pain,Side Lying Floor Stretch,Barbell Pullover To Press,
Shoulder Tap,Waist,Body Weight,https://v2.exercisedb.io/image/ovo0IVKQmQaACm,Beginner,Compound,general_logic,Back Pain,Side Bridge V. 2,Barbell Sitted Alternate Leg Raise,
Shoulder Tap Push-Up,Chest,Body Weight,https://v2.exercisedb.io/image/nzJi6QgOTxEA34,Intermediate,Compound,pushup_logic,,Single Arm Push-Up,Behind Head Chest Stretch,
Side Bridge Hip Abduction,Upper Legs,Body Weight,https://v2.exercisedb.io/image/M0eslUasoorasw,Advanced,Compound,general_logic,Knee Pain,Side Hip Abduction,Barbell Rear Lunge V. 2,
Side Bridge V. 2,Waist,Body Weight,https://v2.exercisedb.io/image/Siik0h0m6CK5mL,Advanced,Compound,general_logic,Back Pain,Side Hip (On Parallel Bars),Barbell Side Bent V. 2,
Side Hip (On Parallel Bars),Waist,Body Weight,https://v2.exercisedb.io/image/B4lvEunKpygBRM,Intermediate,Compound,general_logic,Back Pain,Side-To-Side Toe Touch (Male),Barbell Seated Twist,
Side Hip Abduction,Upper Legs,Body Weight,https://v2.exercisedb.io/image/7q1pjYhPz3olwX,Beginner,Compound,general_logic,Knee Pain,Side Lying Hip Adduction (Male),Barbell Rear Lunge,
Side Lying Floor Stretch,Back,Body Weight,https://v2.exercisedb.io/image/R0MxwGJtPiOOyL,Beginner,Compound,general_logic,Back Pain,Side-To-Side Chin,Barbell Pullover,
Side Lying Hip Adduction (Male),Upper Legs,Body Weight,https://v2.exercisedb.io/image/u7dkXbC4ASL-fw,Intermediate,Compound,general_logic,Knee Pain,Side Plank Hip Adduction,Barbell Rack Pull,
Side Plank Hip Adduction,Upper Legs,Body Weight,https://v2.exercisedb.io/image/UHL7-7ZsUjK8GD,Beginner,Compound,plank_logic,Knee Pain,Single Leg Bridge With Outstretched Leg,Barbell Overhead Squat,
Side Push Neck Stretch,Neck,Body Weight,https://v2.exercisedb.io/image/SL03AL7XKM6M0L,Advanced,Compound,general_logic,,Neck Side Stretch,Neck Side Stretch,
Side Push-Up,Upper Arms,Body Weight,https://v2.exercisedb.io/image/jtIFHO2qdEjTL5,Advanced,Compound,pushup_logic,,Ski Ergometer,Barbell Lying Extension,
Side Wrist Pull Stretch,Lower Arms,Body Weight,https://v2.exercisedb.io/image/KEniFLIdF6CLAn,Advanced,Compound,general_logic,,Smith Seated Wrist Curl,Barbell Reverse Wrist Curl,
Side-To-Side Chin,Back,Body Weight,https://v2.exercisedb.io/image/RjRTnZnbTpTvy9,Advanced,Compound,general_logic,Back Pain,Skin The Cat,Barbell Pendlay Row,
Side-To-Side Toe Touch (Male),Waist,Body Weight,https://v2.exercisedb.io/image/HMn2kfStnD1MRo,Beginner,Compound,general_logic,Back Pain,Sit-Up V. 2,Barbell Rollerout From Bench,
Single Arm Push-Up,Chest,Body Weight,https://v2.exercisedb.io/image/Xef3q6NP0Eyopb,Intermediate,Compound,pushup_logic,,Smith Bench Press,Barbell Wide Reverse Grip Bench Press,
Single Leg Bridge With Outstretched Leg,Upper Legs,Body Weight,https://v2.exercisedb.io/image/rpNX7x9ftIKuiz,Intermediate,Compound,general_logic,Knee Pain,Single Leg Platform Slide,Barbell One Leg Squat,
Single Leg Calf Raise (On A Dumbbell),Lower Legs,Dumbbell,https://v2.exercisedb.io/image/j9Gci9VUbd0tlv,Intermediate,Compound,general_logic,Knee Pain,Sled 45В° Calf Press,Calf Push Stretch With Hands Against Wall,
Single Leg Platform Slide,Upper Legs,Body Weight,https://v2.exercisedb.io/image/-84e1PPLK0hSWq,Intermediate,Compound,general_logic,Knee Pain,Single Leg Squat (Pistol) Male,Barbell One Arm Side Deadlift,
Single Leg Squat (Pistol) Male,Upper Legs,Body Weight,https://v2.exercisedb.io/image/DuaV8ENPie1M5H,Advanced,Compound,squat_logic,Knee Pain,Sissy Squat,Barbell Narrow Stance Squat,
Sissy Squat,Upper Legs,Body Weight,https://v2.exercisedb.io/image/LrkR0sFQ08eaWq,Beginner,Compound,squat_logic,Knee Pain,Sled 45 Degrees One Leg Press,Barbell Lying Lifting (On Hip),
Sit-Up V. 2,Waist,Body Weight,https://v2.exercisedb.io/image/PO6mdK4Cb4lwh2,Beginner,Compound,general_logic,Back Pain,Sit-Up With Arms On Chest,Barbell Rollerout,
Sit-Up With Arms On Chest,Waist,Body Weight,https://v2.exercisedb.io/image/zSgBaDTAoY5zr7,Beginner,Compound,general_logic,Back Pain,Sledge Hammer,Barbell Press Sit-Up,
Skater Hops,Cardio,Body Weight,https://v2.exercisedb.io/image/IKl-XOFeAsP69P,Intermediate,Compound,general_logic,,Ski Step,Jump Rope,
Ski Ergometer,Upper Arms,Skierg Machine,https://v2.exercisedb.io/image/n37rZQ3XYcaeYz,Intermediate,Compound,general_logic,,Smith Close-Grip Bench Press,Barbell Lying Close-Grip Triceps Extension,
Ski Step,Cardio,Body Weight,https://v2.exercisedb.io/image/lXGyU1EppCeW9C,Intermediate,Compound,general_logic,,Star Jump (Male),Jack Jump (Male),
Skin The Cat,Back,Body Weight,https://v2.exercisedb.io/image/b5ScsGQHZaiEZ8,Intermediate,Compound,general_logic,Back Pain,Smith Back Shrug,Barbell One Arm Bent Over Row,
Sled 45 Degrees One Leg Press,Upper Legs,Sled Machine,https://v2.exercisedb.io/image/nkmh04mEKEK0cl,Beginner,Compound,press_logic,Knee Pain,Sled 45В° Leg Press,Barbell Lunge,
Sled 45В° Calf Press,Lower Legs,Sled Machine,https://v2.exercisedb.io/image/xfqB4n0Qjd33Z7,Intermediate,Compound,press_logic,Knee Pain,Sled Calf Press On Leg Press,Cable Standing One Leg Calf Raise,
Sled 45В° Leg Press,Upper Legs,Sled Machine,https://v2.exercisedb.io/image/4uGvyPqfygv37d,Advanced,Compound,press_logic,Knee Pain,Sled 45В° Leg Press (Back Pov),Barbell Low Bar Squat,
Sled 45В° Leg Press (Back Pov),Upper Legs,Sled Machine,https://v2.exercisedb.io/image/R8DAdSh2QP4X1g,Advanced,Compound,press_logic,Knee Pain,Sled 45° Leg Press (Side Pov),Barbell Lateral Lunge,
Sled 45° Leg Press (Side Pov),Upper Legs,Sled Machine,https://v2.exercisedb.io/image/qZbT8-vjrVElVs,Beginner,Compound,press_logic,Knee Pain,Sled 45В° Leg Wide Press,Barbell Jump Squat,
Sled 45В° Leg Wide Press,Upper Legs,Sled Machine,https://v2.exercisedb.io/image/qhGvVqvsSEVMVQ,Beginner,Compound,press_logic,Knee Pain,Sled Closer Hack Squat,Barbell Jefferson Squat,
Sled Calf Press On Leg Press,Lower Legs,Sled Machine,https://v2.exercisedb.io/image/3bfAgBXDaOVPSh,Beginner,Compound,press_logic,Knee Pain,Sled Forward Angled Calf Raise,Cable Standing Calf Raise,
Sled Closer Hack Squat,Upper Legs,Sled Machine,https://v2.exercisedb.io/image/E3u1GxXB0l-cy7,Advanced,Compound,squat_logic,Knee Pain,Sled Hack Squat,Barbell High Bar Squat,
Sled Forward Angled Calf Raise,Lower Legs,Sled Machine,https://v2.exercisedb.io/image/vl7RMs2S28LVZN,Advanced,Compound,general_logic,Knee Pain,Sled Lying Calf Press,Box Jump Down With One Leg Stabilization,
Sled Hack Squat,Upper Legs,Sled Machine,https://v2.exercisedb.io/image/zF1lkSu2-ORDM1,Intermediate,Compound,squat_logic,Knee Pain,Sled Lying Squat,Barbell Hack Squat,
Sled Lying Calf Press,Lower Legs,Sled Machine,https://v2.exercisedb.io/image/dZmvIO2RSOcIBB,Intermediate,Compound,press_logic,Knee Pain,Sled One Leg Calf Press On Leg Press,Bodyweight Standing Calf Raise,
Sled Lying Squat,Upper Legs,Sled Machine,https://v2.exercisedb.io/image/TJEyKm9ePf-muT,Beginner,Compound,squat_logic,Knee Pain,Smith Bent Knee Good Morning,Barbell Good Morning,
Sled One Leg Calf Press On Leg Press,Lower Legs,Sled Machine,https://v2.exercisedb.io/image/Hr95obOXe8CXbj,Intermediate,Compound,press_logic,Knee Pain,Smith One Leg Floor Calf Raise,Barbell Standing Rocking Leg Calf Raise,
Sledge Hammer,Waist,Hammer,https://v2.exercisedb.io/image/ok5CTPsEMQRQeg,Beginner,Compound,general_logic,Back Pain,Smith Hip Raise,Band Vertical Pallof Press,
Smith Back Shrug,Back,Smith Machine,https://v2.exercisedb.io/image/KybBET44ky8-uO,Advanced,Compound,general_logic,Back Pain,Smith Bent Over Row,Barbell Incline Row,
Smith Behind Neck Press,Shoulders,Smith Machine,https://v2.exercisedb.io/image/m7DKOtR-FubknH,Beginner,Compound,press_logic,Shoulder Pain,Smith Rear Delt Row,Barbell Rear Delt Row,
Smith Bench Press,Chest,Smith Machine,https://v2.exercisedb.io/image/jglEdO1U62mBxn,Intermediate,Compound,press_logic,,Smith Decline Bench Press,Barbell Wide Bench Press,
Smith Bent Knee Good Morning,Upper Legs,Smith Machine,https://v2.exercisedb.io/image/V07q6Y8AiQvvEY,Intermediate,Compound,general_logic,Knee Pain,Smith Chair Squat,Barbell Glute Bridge Two Legs On Bench (Male),
Smith Bent Over Row,Back,Smith Machine,https://v2.exercisedb.io/image/UreKeMmZvUrlXi,Intermediate,Compound,row_logic,Back Pain,Smith Narrow Row,Barbell Decline Wide-Grip Pullover,
Smith Chair Squat,Upper Legs,Smith Machine,https://v2.exercisedb.io/image/dcsXeyv8gvmtX3,Advanced,Compound,squat_logic,Knee Pain,Smith Deadlift,Barbell Glute Bridge,
Smith Close-Grip Bench Press,Upper Arms,Smith Machine,https://v2.exercisedb.io/image/0za1txERsGhJW0,Intermediate,Compound,press_logic,,Smith Machine Bicep Curl,Barbell Lying Close-Grip Press,
Smith Deadlift,Upper Legs,Smith Machine,https://v2.exercisedb.io/image/LvQ1HV7zsqiXfH,Beginner,Compound,general_logic,Knee Pain,Smith Front Squat (Clean Grip),Barbell Full Zercher Squat,
Smith Decline Bench Press,Chest,Smith Machine,https://v2.exercisedb.io/image/S83rYIqulIuRow,Intermediate,Compound,press_logic,,Smith Decline Reverse-Grip Press,Barbell Reverse Grip Incline Bench Press,
Smith Decline Reverse-Grip Press,Chest,Smith Machine,https://v2.exercisedb.io/image/wYd3hWecIMdjw4,Beginner,Compound,press_logic,,Smith Incline Bench Press,Barbell Reverse Grip Decline Bench Press,
Smith Front Squat (Clean Grip),Upper Legs,Smith Machine,https://v2.exercisedb.io/image/cfmv75QENr2I5I,Beginner,Compound,squat_logic,Knee Pain,Smith Full Squat,Barbell Full Squat (Side Pov),
Smith Full Squat,Upper Legs,Smith Machine,https://v2.exercisedb.io/image/VB0-PDHTe8xzWt,Intermediate,Compound,squat_logic,Knee Pain,Smith Hack Squat,Barbell Full Squat (Back Pov),
Smith Hack Squat,Upper Legs,Smith Machine,https://v2.exercisedb.io/image/W4VrKrvdUxcwbB,Beginner,Compound,squat_logic,Knee Pain,Smith Leg Press,Barbell Full Squat,
Smith Hip Raise,Waist,Smith Machine,https://v2.exercisedb.io/image/CPvQ2nwCVXe3Rx,Advanced,Compound,general_logic,Back Pain,Spell Caster,Band V-Up,
Smith Incline Bench Press,Chest,Smith Machine,https://v2.exercisedb.io/image/DfGepp3UcRKJdK,Beginner,Compound,press_logic,,Smith Incline Reverse-Grip Press,Barbell Incline Shoulder Raise,
Smith Incline Reverse-Grip Press,Chest,Smith Machine,https://v2.exercisedb.io/image/3pj34AFeqdxrgb,Advanced,Compound,press_logic,,Smith Incline Shoulder Raises,Barbell Incline Bench Press,
Smith Incline Shoulder Raises,Chest,Smith Machine,https://v2.exercisedb.io/image/gwfttGxaDNVKOa,Intermediate,Compound,general_logic,,Smith Machine Reverse Decline Close Grip Bench Press,Barbell Guillotine Bench Press,
Smith Leg Press,Upper Legs,Smith Machine,https://v2.exercisedb.io/image/PK-rXACVMM0wGb,Intermediate,Compound,press_logic,Knee Pain,Smith Low Bar Squat,Barbell Front Squat,
