name,bodyPart,equipment,target,difficulty,intensity,time_minutes
smith standing leg calf raise,lower legs,smith machine,calves,Advanced,Moderate,15
smith standing military press,shoulders,smith machine,delts,Advanced,Moderate,15
smith sumo squat,upper legs,smith machine,glutes,Advanced,Moderate,15
smith toe raise,lower legs,smith machine,calves,Advanced,Moderate,15
smith upright row,shoulders,smith machine,delts,Advanced,High,15
smith wide grip bench press,chest,smith machine,pectorals,Advanced,Moderate,15
smith wide grip decline bench press,chest,smith machine,pectorals,Advanced,Moderate,15
snatch pull,upper legs,barbell,quads,Intermediate,Moderate,15
spell caster,waist,dumbbell,abs,Intermediate,Low,15
sphinx,back,body weight,spine,Beginner,Low,15
spider crawl push up,upper legs,body weight,glutes,Beginner,Moderate,15
spine stretch,back,body weight,spine,Beginner,Low,15
spine twist,waist,body weight,abs,Beginner,Low,15
split squats,upper legs,body weight,quads,Beginner,Moderate,15
squat jerk,upper legs,barbell,quads,Intermediate,Moderate,15
squat on bosu ball,upper legs,bosu ball,quads,Advanced,Moderate,15
squat to overhead reach,upper legs,body weight,quads,Beginner,Moderate,15
squat to overhead reach with twist,upper legs,body weight,quads,Beginner,Moderate,15
stability ball crunch (full range hands behind head),waist,stability ball,abs,Advanced,High,15
stalder press,upper arms,body weight,triceps,Beginner,Moderate,15
standing archer,back,body weight,upper back,Beginner,Low,15
standing behind neck press,shoulders,barbell,delts,Intermediate,Moderate,15
standing calf raise (on a staircase),lower legs,body weight,calves,Beginner,Moderate,15
standing calves,lower legs,body weight,calves,Beginner,Moderate,15
standing calves calf stretch,lower legs,body weight,calves,Beginner,Moderate,15
standing hamstring and calf stretch with strap,upper legs,rope,hamstrings,Advanced,Moderate,15
standing lateral stretch,back,body weight,lats,Beginner,Low,15
standing pelvic tilt,back,body weight,spine,Beginner,Low,15
standing single leg curl,upper legs,body weight,hamstrings,Beginner,Moderate,15
standing wheel rollerout,waist,wheel roller,abs,Advanced,Low,15
star jump (male),cardio,body weight,cardiovascular system,Beginner,High,15
stationary bike run v. 3,cardio,stationary bike,cardiovascular system,Advanced,High,15
stationary bike walk,cardio,leverage machine,cardiovascular system,Advanced,High,15
straddle maltese,waist,body weight,abs,Beginner,Low,15
straddle planche,waist,body weight,abs,Beginner,Low,15
straight leg outer hip abductor,upper legs,body weight,abductors,Beginner,Moderate,15
superman push-up,chest,body weight,pectorals,Beginner,Low,15
suspended abdominal fallout,waist,body weight,abs,Beginner,Low,15
suspended push-up,chest,body weight,pectorals,Beginner,Low,15
suspended reverse crunch,waist,body weight,abs,Beginner,High,15
suspended row,back,body weight,upper back,Beginner,High,15
suspended split squat,upper legs,body weight,quads,Beginner,Moderate,15
swimmer kicks v. 2 (male),upper legs,body weight,glutes,Beginner,Moderate,15
swing 360,cardio,body weight,cardiovascular system,Beginner,High,15
three bench dip,upper arms,body weight,triceps,Beginner,Low,15
tire flip,upper legs,tire,glutes,Advanced,Moderate,15
trap bar deadlift,upper legs,trap bar,glutes,Advanced,Moderate,15
triceps dip,upper arms,body weight,triceps,Beginner,Low,15
triceps dip (bench leg),upper arms,body weight,triceps,Beginner,Low,15
triceps dip (between benches),upper arms,body weight,triceps,Beginner,Low,15
triceps dips floor,upper arms,body weight,triceps,Beginner,Low,15
triceps press,upper arms,body weight,triceps,Beginner,Moderate,15
triceps stretch,upper arms,body weight,triceps,Beginner,Low,15
tuck crunch,waist,body weight,abs,Beginner,High,15
twin handle parallel grip lat pulldown,back,cable,lats,Intermediate,Low,15
twist hip lift,upper legs,body weight,glutes,Beginner,Moderate,15
twisted leg raise,waist,body weight,abs,Beginner,Low,15
twisted leg raise (female),waist,body weight,abs,Beginner,Low,15
two toe touch (male),back,body weight,spine,Beginner,Low,15
upper back stretch,back,body weight,upper back,Beginner,Low,15
upward facing dog,back,body weight,spine,Beginner,Low,15
v-sit on floor,waist,body weight,abs,Beginner,Low,15
vertical leg raise (on parallel bars),waist,body weight,abs,Beginner,Low,15
walk elliptical cross trainer,cardio,elliptical machine,cardiovascular system,Advanced,High,15
walking high knees lunge,cardio,body weight,cardiovascular system,Beginner,High,15
walking lunge,upper legs,body weight,glutes,Beginner,Moderate,15
walking on incline treadmill,cardio,leverage machine,cardiovascular system,Advanced,High,15
walking on stepmill,cardio,stepmill machine,cardiovascular system,Advanced,High,15
weighted bench dip,upper arms,weighted,triceps,Advanced,Low,15
weighted close grip chin-up on dip cage,back,weighted,lats,Advanced,Low,15
weighted cossack squats (male),upper legs,weighted,glutes,Advanced,Moderate,15
weighted crunch,waist,weighted,abs,Advanced,High,15
weighted decline sit-up,waist,weighted,abs,Advanced,Low,15
weighted donkey calf raise,lower legs,weighted,calves,Advanced,Moderate,15
weighted drop push up,chest,weighted,pectorals,Advanced,Low,15
weighted front plank,waist,weighted,abs,Advanced,Low,15
weighted front raise,shoulders,weighted,delts,Advanced,Low,15
weighted hanging leg-hip raise,waist,weighted,abs,Advanced,Low,15
weighted hyperextension (on stability ball),back,weighted,spine,Advanced,Low,15
weighted kneeling step with swing,shoulders,weighted,delts,Advanced,Low,15
weighted lunge with swing,upper legs,weighted,glutes,Advanced,Moderate,15
weighted muscle up,back,weighted,lats,Advanced,Low,15
weighted muscle up (on bar),back,weighted,lats,Advanced,Low,15
weighted one hand pull up,back,weighted,lats,Advanced,Low,15
weighted overhead crunch (on stability ball),waist,weighted,abs,Advanced,High,15
weighted pull-up,back,weighted,lats,Advanced,Low,15
weighted round arm,shoulders,weighted,delts,Advanced,Low,15
weighted russian twist,waist,weighted,abs,Advanced,Low,15
weighted russian twist (legs up),waist,weighted,abs,Advanced,Low,15
weighted russian twist v. 2,waist,weighted,abs,Advanced,Low,15
weighted seated bicep curl (on stability ball),upper arms,medicine ball,biceps,Advanced,Low,15
weighted seated twist (on stability ball),waist,weighted,abs,Advanced,Low,15
weighted side bend (on stability ball),waist,weighted,abs,Advanced,Low,15
weighted sissy squat,upper legs,weighted,quads,Advanced,Moderate,15
weighted squat,upper legs,weighted,glutes,Advanced,Moderate,15
weighted standing curl,upper arms,weighted,biceps,Advanced,Low,15
weighted standing hand squeeze,lower arms,weighted,forearms,Advanced,Low,15
weighted straight bar dip,chest,weighted,pectorals,Advanced,Low,15
weighted stretch lunge,upper legs,weighted,glutes,Advanced,Moderate,15
weighted svend press,chest,weighted,pectorals,Advanced,Moderate,15
weighted three bench dips,upper arms,weighted,triceps,Advanced,Low,15
weighted tricep dips,upper arms,weighted,triceps,Advanced,Low,15
weighted triceps dip on high parallel bars,upper arms,weighted,triceps,Advanced,Low,15
wheel rollerout,waist,wheel roller,abs,Advanced,Low,15
wheel run,cardio,body weight,cardiovascular system,Beginner,High,15
wide grip pull-up,back,body weight,lats,Beginner,Low,15
wide grip rear pull-up,back,body weight,lats,Beginner,Low,15
wide hand push up,chest,body weight,pectorals,Beginner,Low,15
wide-grip chest dip on high parallel bars,chest,body weight,pectorals,Beginner,Low,15
wind sprints,waist,body weight,abs,Beginner,High,15
world greatest stretch,upper legs,body weight,hamstrings,Beginner,Moderate,15
wrist circles,lower arms,body weight,forearms,Beginner,Low,15
wrist rollerer,lower arms,weighted,forearms,Advanced,Low,15
